zip,schoolid,rank,rankOf,rankStars,rankStatewidePercentage,averageStandardScore,isPrivate,has_elementary,has_middle,has_high
90001,61648258849.4,2499.6,3770.0,1.6,32.665,30.65371,0.0,True,True,True
90002,61851917079.6,3507.25,4490.75,1.0,22.119999999999997,22.59364875,0.0,True,True,True
90003,61036839816.8,2792.8888888888887,4293.444444444444,2.0,40.264444444444436,38.484602222222215,0.0,True,True,True
90004,61754895227.25,2183.625,4875.0,2.625,55.1175,51.60554875,0.0,True,False,True
90005,61588421844.77778,2005.375,3649.5,2.25,45.96,42.589337499999985,0.0,True,True,True
90006,61968377755.0,4072.0,4764.333333333333,0.6666666666666666,13.338333333333336,16.783618333333333,0.0,True,True,False
90007,61345486563.888885,3058.5,4033.75,1.625,32.0225,31.49634125,0.0,True,True,True
90008,61379150504.57143,3114.8333333333335,4155.0,1.3333333333333333,30.436666666666667,29.898301666666665,0.0,True,True,True
90010,61221662672.5,1012.0,2715.0,3.0,62.73,55.44611999999999,0.0,False,True,False
90011,61450681535.0,3042.1,4135.6,1.5,28.187,27.135184,0.0,True,True,True
90012,62271005855.2,2104.4,4326.6,2.8,55.424,54.06308,0.0,True,False,True
90014,60201910853.0,,,,,,0.0,True,False,False
90015,60903989438.22222,2366.8,4326.6,2.4,47.709999999999994,45.671864,0.0,True,False,True
90016,61502669424.625,3106.3333333333335,4667.333333333333,1.6666666666666667,31.203333333333333,28.865296666666666,0.0,True,True,True
90017,61563432830.0,2766.1666666666665,3448.6666666666665,1.1666666666666667,23.12166666666667,23.10657,0.0,True,True,True
90018,61232196676.625,2515.0,4443.0,2.4,47.354000000000006,43.343514,0.0,True,True,True
90019,61750770317.125,2977.375,4106.5,1.5,30.97125,30.714761250000002,0.0,True,True,True
90020,60174112738.0,3994.0,5789.0,2.0,31.01,29.226909999999997,0.0,True,False,False
90021,61687864966.71429,2830.6666666666665,3448.6666666666665,0.6666666666666666,14.949999999999998,16.335449999999998,0.0,True,True,True
90022,61650218649.6,2809.0,4388.428571428572,1.7142857142857142,36.10571428571429,33.53794571428572,0.0,True,True,True
90023,61442269930.8,3371.0,4827.571428571428,1.7142857142857142,33.58428571428571,32.61263857142857,0.0,True,True,True
90024,62271003142.333336,494.0,4764.333333333333,4.333333333333333,83.90333333333334,81.07222999999999,0.0,True,True,False
90025,61853684863.8,1599.0,4326.6,3.4,66.75800000000001,65.134558,0.0,True,False,True
90026,61228448969.2,2107.6,3961.0,2.3,46.807,44.30419,0.0,True,False,True
90027,62271003115.0,878.6666666666666,4570.333333333333,4.333333333333333,79.98666666666666,78.22248333333333,0.0,True,False,True
90028,61676592777.28571,1822.4285714285713,3783.0,2.2857142857142856,46.51428571428571,43.19571428571429,0.0,True,True,True
90029,62271006411.6,3221.5,5020.5,2.25,41.26,39.548905,0.0,True,True,False
90031,61860094954.8,2959.9,4750.4,1.7,38.721,36.883848,0.0,True,True,True
90032,62574551080.77778,2624.375,4490.75,2.5,49.567499999999995,48.2024975,0.0,True,True,True
90033,62745628063.9,2676.0,3961.0,1.9,38.363,37.857227,0.0,True,False,True
90034,62014691697.375,1699.875,4106.5,2.75,55.65625,53.72525875000001,0.0,True,True,True
90035,62271004905.666664,1833.6666666666667,4570.333333333333,3.3333333333333335,67.16666666666667,67.25220333333333,0.0,True,False,True
90036,62271003067.0,965.0,5789.0,4.0,83.33,84.02783000000001,0.0,True,False,False
90037,61016559507.0,2967.1111111111113,4976.555555555556,1.8888888888888888,41.80111111111111,40.222936666666655,0.0,True,False,True
90038,61743105120.5,3653.0,4764.333333333333,1.0,22.39333333333333,23.161246666666667,0.0,True,True,False
90039,62271002941.4,2180.2,5789.0,3.2,62.342,60.08788,0.0,True,False,False
90040,64733940124.0,4756.5,5789.0,1.0,17.835,20.465175,0.0,True,False,True
90041,61853464617.4,1080.0,4326.6,3.6,73.79,71.04145600000001,0.0,True,False,True
90042,62015767151.625,3158.0,4875.0,1.75,37.71125,36.2258675,0.0,True,False,True
90043,61119697349.333336,3543.3333333333335,4228.777777777777,1.0,22.444444444444443,23.75171444444445,0.0,True,True,True
90044,62062908803.3,3178.222222222222,3822.5555555555557,0.8888888888888888,18.552222222222223,19.87969,0.0,True,True,True
90045,62271005007.833336,1602.5,4764.333333333333,3.0,61.69166666666667,59.18897333333334,0.0,True,True,False
90046,61854884641.8,2051.5,4875.0,3.0,60.59250000000001,60.5749775,0.0,True,False,True
90047,61228692661.666664,1561.0,2249.4,1.6,31.134000000000004,28.225720000000003,0.0,False,True,True
90048,62271003110.0,3036.0,5789.0,2.5,47.555,43.216094999999996,0.0,True,False,False
90049,62271002970.333336,1161.0,5789.0,4.0,79.94333333333333,78.10550333333333,0.0,True,False,False
90057,61493184186.75,3254.1666666666665,4570.333333333333,1.5,34.45,33.910358333333335,0.0,True,False,True
90058,62271003261.0,4238.0,5789.0,1.5,26.795,27.140275,0.0,True,False,False
90062,60897333667.666664,3201.5714285714284,3593.285714285714,0.7142857142857143,13.764285714285714,15.89417,0.0,True,True,True
90063,61583197844.0,1871.125,3192.5,2.0,41.61000000000001,39.033617500000005,0.0,True,True,True
90064,61439887090.8,1270.6,4443.0,3.0,60.158,58.777606000000006,0.0,True,True,True
90065,61583117320.888885,2813.1111111111113,4635.0,2.111111111111111,45.21000000000001,44.45508555555556,0.0,True,True,True
90066,61356885445.111115,1702.4285714285713,4910.714285714285,3.2857142857142856,60.44571428571429,58.05891571428571,0.0,True,True,True
90069,62271003451.0,624.0,5789.0,4.0,89.22,90.33614,0.0,True,False,False
90071,60215663496.0,414.5,2133.0,4.0,80.57,77.185845,0.0,False,False,True
90094,62271013195.0,1527.0,5789.0,4.0,73.62,71.75773000000001,0.0,True,False,False
90201,62424337359.44444,3284.75,4490.75,1.625,30.1175,29.561840000000004,0.0,True,True,True
90211,60483000475.0,980.0,5789.0,4.0,83.07,83.73631999999999,0.0,True,False,False
90212,60483000471.0,410.5,3961.0,4.5,90.05000000000001,88.96597,0.0,False,True,True
90220,60962003452.111115,2653.714285714286,3949.285714285714,1.2857142857142858,28.09857142857143,26.98765714285714,0.0,True,True,True
90221,60743954910.25,3116.1666666666665,5179.666666666667,2.0,38.846666666666664,35.51230666666667,0.0,True,False,True
90222,60883573598.5,2585.1,4384.8,1.9,40.81999999999999,38.750979,0.0,True,True,True
90230,61181628989.875,839.2857142857143,4305.285714285715,3.7142857142857144,75.74428571428572,74.39934428571428,0.0,True,True,True
90232,61026001120.5,1527.5,5789.0,3.5,73.61500000000001,72.01711,0.0,True,False,False
90241,61146001267.6,1701.0,3711.8,2.4,50.736000000000004,47.013724,0.0,True,True,True
90242,61004129325.375,2335.6,5174.2,2.8,55.24400000000001,50.47076,0.0,True,True,True
90245,60839832735.75,676.75,3119.75,3.75,71.27,69.7605425,0.0,True,True,True
90247,61970975891.42857,3119.8571428571427,4910.714285714285,1.8571428571428572,36.32,33.70068285714285,0.0,True,True,False
90250,61138395232.5,2092.8571428571427,3783.0,2.2857142857142856,43.34571428571428,40.61588714285714,0.0,True,True,True
90254,61704002132.5,124.0,2715.0,5.0,95.43,95.27677,0.0,True,True,False
90255,60384241230.5,2090.6,3711.8,2.3,45.471000000000004,42.016036,0.0,True,True,True
90260,61398066086.6,1887.3,3653.6,2.4,44.507999999999996,42.503238,0.0,True,True,True
90262,62316006957.1,2759.2,4135.6,1.6,31.446000000000005,29.660949999999996,0.0,True,True,True
90270,61982237751.57143,2765.3333333333335,4570.333333333333,2.3333333333333335,41.39,38.45059,0.0,True,False,True
90277,60003205929.666664,517.2,3711.8,4.0,79.596,78.46493000000001,0.0,True,True,True
90278,60003204955.5,434.8333333333333,5276.666666666667,4.666666666666667,91.815,92.20865333333332,0.0,True,True,False
90280,61667275534.333336,2700.3333333333335,5382.777777777777,2.4444444444444446,52.291111111111114,48.682097777777784,0.0,True,False,True
90290,62271003401.0,915.0,5789.0,4.0,84.19,84.75867,0.0,True,False,False
90292,62271002822.0,3557.0,5789.0,2.0,38.56,34.69587,0.0,True,False,False
90301,61185846646.5,2685.2,3404.4,1.1,23.671000000000003,24.53194,0.0,True,True,True
90303,61275281316.0,3745.375,4947.75,1.375,26.424999999999997,25.794727499999997,0.0,True,True,True
90304,61894469504.625,2203.285714285714,4827.571428571428,2.857142857142857,55.862857142857145,51.08677428571429,0.0,True,True,True
90403,63570006094.666664,187.66666666666666,4764.333333333333,5.0,95.62333333333333,95.52891000000001,0.0,True,True,False
90404,63570008770.333336,1122.0,5789.0,4.0,80.61500000000001,81.02493000000001,0.0,True,False,False
90405,63570006276.14286,971.5,4667.333333333333,4.166666666666667,80.48166666666667,79.14758,0.0,True,True,True
90501,63141678845.57143,1499.2,4443.0,3.0,59.938,56.596398,0.0,True,True,True
90503,63942005690.0,536.0,3944.6,4.4,86.786,86.00321199999999,0.0,True,True,False
90504,63942006559.14286,970.0,4388.428571428572,3.857142857142857,78.50571428571428,76.69691285714286,0.0,True,True,True
90505,63942007101.4,415.75,4252.0,4.75,90.6675,91.2377275,0.0,True,True,False
90602,62715004126.5,3021.0,5789.0,2.0,47.815,42.765240000000006,0.0,True,False,False
90604,62408628635.625,1450.7142857142858,3866.1428571428573,2.857142857142857,59.107142857142854,55.967679999999994,0.0,True,True,True
90606,63511881584.125,1733.857142857143,4388.428571428572,3.0,60.84571428571429,55.64308714285714,0.0,True,True,True
90620,61045751698.25,1623.0,5349.857142857143,3.2857142857142856,68.38714285714286,65.31574857142857,0.0,True,True,True
90621,60756002721.71429,2644.5,5179.666666666667,2.6666666666666665,49.278333333333336,45.86772833333333,0.0,True,False,True
90631,61986378420.625,2878.75,4947.75,2.0,44.075,42.59353375,0.0,True,True,True
90638,62769004165.0,1463.0,4827.571428571428,3.4285714285714284,68.84,66.01702857142858,0.0,True,True,True
90640,62547005812.28571,3274.8333333333335,4155.0,1.1666666666666667,24.21166666666667,25.256565,0.0,True,True,True
90650,62711404285.3,3108.0,5116.0,1.8,38.073,36.630358,0.0,True,True,True
90680,61915508874.5,1983.0,5789.0,3.0,65.75,61.703140000000005,0.0,True,False,False
90701,60162000014.75,2096.75,5020.5,3.0,59.5575,55.408895,0.0,True,True,False
90703,60162001032.6,656.5,4077.4,4.1,80.618,79.32794700000001,0.0,True,True,True
90706,60406506088.875,2600.2,5057.8,2.8,51.352,46.986798,0.0,True,False,True
90710,62271004942.0,2684.0,3961.0,1.8333333333333333,32.75666666666667,30.89731333333333,0.0,True,False,True
90712,61811338538.888885,2067.25,4947.75,2.875,55.01125,52.60847625000001,0.0,True,True,True
90715,60162000016.0,2754.0,5057.8,2.4,46.12,41.881022,0.0,True,False,True
90717,62271003049.333336,1754.6666666666667,4764.333333333333,3.3333333333333335,61.23333333333333,56.87501666666666,0.0,True,True,False
90720,62259006035.375,142.875,4563.5,5.0,96.5375,96.124275,0.0,True,True,True
90723,62985007847.4,2765.1,4866.8,2.1,41.916000000000004,37.951826999999994,0.0,True,True,False
90731,61804360528.22222,2723.8888888888887,4570.333333333333,2.2222222222222223,44.736666666666665,42.692879999999995,0.0,True,False,True
90740,62259008885.0,520.0,5789.0,5.0,91.02,92.02150999999999,0.0,True,False,False
90744,62271005928.77778,2960.1111111111113,4570.333333333333,1.8888888888888888,38.69111111111111,38.49912333333333,0.0,True,False,True
90747,62250009901.0,25.0,2133.0,5.0,98.83,98.8618,0.0,False,False,True
90755,62250002732.5,1365.5,4252.0,3.5,65.295,60.370215,0.0,True,True,False
90802,62250004753.0,2617.25,5020.5,2.5,47.235,42.781355,0.0,True,True,False
90803,62250002742.8,640.8,5174.2,4.6,88.09,87.012212,0.0,True,True,False
90804,62250004636.5,1875.4,4443.0,3.0,58.279999999999994,52.890150000000006,0.0,True,True,True
90805,62341879138.625,2909.125,4947.75,2.0,39.87125,36.15042875,0.0,True,True,True
90806,62250004252.6,2321.4,5789.0,3.2,59.89999999999999,55.834264,0.0,True,False,False
90807,61567889673.833336,1469.8333333333333,4155.0,3.0,63.06,62.35747333333333,0.0,True,True,True
90808,62250005415.875,743.875,4179.25,4.0,82.515,81.116955,0.0,True,True,True
90813,61726608079.75,1777.142857142857,3699.8571428571427,2.4285714285714284,49.68571428571429,45.408158571428565,0.0,True,False,True
90814,62250002708.0,1530.5,5789.0,4.0,73.56,71.25616,0.0,True,False,False
91001,61806050967.71429,3019.8333333333335,4667.333333333333,1.6666666666666667,36.63166666666667,35.60194,0.0,True,True,True
91006,60449001928.833336,639.6,3944.6,4.6,87.486,86.491738,0.0,True,True,False
91016,62532005169.57143,1189.3333333333333,4058.0,3.3333333333333335,67.84,64.61426166666668,0.0,True,True,True
91101,62994007601.0,2801.0,3961.0,1.0,21.294999999999998,22.33528,0.0,True,False,True
91103,62443188053.4,3063.0,4106.5,1.25,23.9475,23.638412499999998,0.0,True,True,True
91104,62994004678.0,2944.6666666666665,4570.333333333333,2.0,43.653333333333336,42.25561666666667,0.0,True,False,True
91105,62994004686.0,1532.0,5789.0,4.0,73.54,71.67123000000001,0.0,True,False,False
91106,62994004668.0,3132.0,3961.0,1.5,28.605,29.448999999999998,0.0,True,False,True
91201,61524001927.0,1369.3333333333333,5789.0,4.0,76.34333333333332,74.89864333333334,0.0,True,False,False
91202,61524001938.0,765.0,3545.6666666666665,4.0,75.94333333333334,72.94179666666666,0.0,True,True,True
91203,61524001922.0,3410.0,5789.0,2.0,41.1,36.68815,0.0,True,False,False
91204,61524007794.0,2047.0,5789.0,3.0,64.64,60.38768,0.0,True,False,False
91205,61524001934.0,1803.6,5057.8,3.2,64.138,60.21002,0.0,True,False,True
91206,61524001939.6,1458.2,3828.2,3.0,57.077999999999996,53.037977999999995,0.0,True,True,True
91207,61524001930.0,,,,,,0.0,False,False,False
91208,61524001938.5,1061.0,5789.0,4.0,81.67,81.97755,0.0,True,False,False
91214,61524004253.57143,510.5,4570.333333333333,4.5,89.72666666666667,89.58088,0.0,True,False,True
91301,62100005376.14286,819.8,4443.0,4.2,81.21000000000001,79.342692,0.0,True,True,True
91303,61375135061.71429,3339.4285714285716,4744.428571428572,1.5714285714285714,29.291428571428572,27.96070142857143,0.0,True,False,True
91304,61679976978.71429,2603.0,5276.666666666667,2.3333333333333335,47.580000000000005,46.56266166666666,0.0,True,True,False
91306,61681907136.85714,3227.5714285714284,4471.571428571428,1.2857142857142858,28.335714285714285,28.711440000000003,0.0,True,True,False
91311,62271005640.5,1452.4,3711.8,2.8,56.4,52.301534000000004,0.0,True,True,True
91316,62271006327.333336,1169.6666666666667,5789.0,4.333333333333333,79.79666666666667,78.29391666666668,0.0,True,False,False
91320,60964003619.0,1009.875,4947.75,4.125,80.37375,79.0429525,0.0,True,True,True
91321,63471436793.14286,1448.4285714285713,4827.571428571428,3.7142857142857144,72.22428571428571,69.76024714285714,0.0,True,True,True
91324,61847725281.0,2171.2,4559.4,2.6,52.974000000000004,52.420449999999995,0.0,True,True,False
91325,61930072474.166664,1671.3333333333333,5179.666666666667,3.3333333333333335,68.1,64.27422833333334,0.0,True,False,True
91326,62271005467.75,731.0,5789.0,4.25,87.375,87.90756750000001,0.0,True,False,False
91331,61449756657.1,3023.777777777778,4293.444444444444,1.4444444444444444,28.525555555555552,28.03714888888889,0.0,True,True,True
91335,62046794213.888885,3356.0,4570.333333333333,1.6666666666666667,29.898333333333337,29.864425,0.0,True,False,True
91340,62045264251.77778,2315.25,3504.0,1.75,34.11,33.68556125,0.0,True,False,True
91342,61758016605.0,2942.25,4875.0,1.875,37.477500000000006,35.8480825,0.0,True,False,True
91343,62271004498.85714,3417.1428571428573,4305.285714285715,1.1428571428571428,21.54714285714286,21.71994857142857,0.0,True,True,True
91344,61978088741.14286,1831.8333333333333,4667.333333333333,2.8333333333333335,57.27333333333332,53.95034999999999,0.0,True,True,True
91350,63271240326.111115,1561.125,5332.0,3.25,66.95625,65.00954125,0.0,True,False,True
91352,61113019761.666664,2451.4444444444443,4228.777777777777,2.111111111111111,42.88222222222222,40.24640000000001,0.0,True,True,True
91354,63858610156.0,586.8,4559.4,4.4,87.77599999999998,87.905946,0.0,True,True,False
91355,62855240657.111115,711.375,3961.0,4.125,82.39375,81.46759625000001,0.0,True,False,True
91356,62271003337.75,2123.5,5020.5,3.0,60.47,58.4391875,0.0,True,True,False
91360,60853132904.57143,1870.1666666666667,5789.0,3.5,67.69333333333334,66.17987833333332,0.0,True,False,True
91362,60827970752.333336,1283.6666666666667,4155.0,3.3333333333333335,66.91166666666666,66.22718833333333,0.0,True,True,True
91367,61854843107.6,1095.6,4443.0,3.8,76.918,75.21531,0.0,True,True,True
91384,61190681511.71429,1397.5,5020.5,3.75,72.1125,69.2190425,0.0,True,True,True
91387,63094069442.0,1558.25,5789.0,3.5,73.0825,71.2272925,0.0,True,False,False
91401,61921539465.0,2554.3333333333335,4570.333333333333,1.8333333333333333,37.18666666666667,35.81829,0.0,True,False,True
91402,62058569830.8,3338.8888888888887,4635.0,1.3333333333333333,26.999999999999996,26.525568888888884,0.0,True,True,True
91403,61240457603.5,1119.0,4252.0,3.5,71.05499999999999,67.238675,0.0,True,True,False
91405,61494421186.75,3108.875,4490.75,1.875,32.7075,32.6308275,0.0,True,True,True
91406,61802782705.111115,2782.25,3961.0,1.875,38.811249999999994,38.1530975,0.0,True,False,True
91411,61922288481.0,2002.3333333333333,3545.6666666666665,2.0,39.12166666666666,39.12334333333333,0.0,True,True,True
91423,62271003152.333336,1056.0,4764.333333333333,4.0,76.61666666666666,74.45913,0.0,True,True,False
91501,60645000570.5,1214.5,5789.0,4.0,79.02000000000001,78.913175,0.0,True,False,False
91502,60645004288.0,591.0,2133.0,4.0,72.29,67.72183000000001,0.0,False,False,True
91504,60645003579.0,1104.3333333333333,4764.333333333333,4.0,78.59666666666665,77.20381666666667,0.0,True,True,False
91505,60645002793.166664,815.6666666666666,4667.333333333333,4.0,82.32333333333334,81.63298,0.0,True,True,True
91506,60645003775.75,961.3333333333334,2327.0,3.0,57.60666666666666,54.09288333333333,0.0,False,True,True
91601,61980822893.71429,2434.6666666666665,3961.0,1.8333333333333333,37.915,36.00473,0.0,True,False,True
91604,62271002898.0,605.0,5789.0,4.0,89.55,90.74278000000001,0.0,True,False,False
91605,62271004873.75,3891.5714285714284,5349.857142857143,1.4285714285714286,28.107142857142858,27.577105714285718,0.0,True,True,False
91606,61918190853.333336,3016.3333333333335,5276.666666666667,2.1666666666666665,40.97833333333333,39.059333333333335,0.0,True,True,False
91607,62271002901.5,1259.0,5789.0,4.0,78.25,76.07426500000001,0.0,True,False,False
91702,60360001599.9,2718.1111111111113,4293.444444444444,1.4444444444444444,33.86333333333333,31.963990000000006,0.0,True,True,True
91706,60369000328.111115,3130.5555555555557,4699.666666666667,1.6666666666666667,35.05222222222223,33.158965555555554,0.0,True,True,True
91708,60846012552.0,1672.0,5789.0,4.0,71.12,68.50253000000001,0.0,True,False,False
91709,60846007627.5,1181.0,4635.0,3.4444444444444446,71.26,70.81410888888888,0.0,True,True,True
91710,60720303514.6,2196.4,4326.6,2.4,46.058,43.92381,0.0,True,False,True
91722,60843750890.125,1823.75,4033.75,2.5,51.324999999999996,47.701476250000006,0.0,True,True,True
91730,60934170107.0,2359.6666666666665,5276.666666666667,2.8333333333333335,56.00333333333333,52.76435833333333,0.0,True,True,False
91731,61209859377.85714,2364.8333333333335,5179.666666666667,2.8333333333333335,55.89333333333334,51.84593666666667,0.0,True,False,True
91732,62055602544.6,2470.2,4443.0,2.2,43.099000000000004,39.80206,0.0,True,True,True
91733,62099627899.75,2626.875,4947.75,2.375,48.76,44.9675325,0.0,True,True,True
91739,61236009692.25,540.2857142857143,4388.428571428572,4.428571428571429,87.42571428571429,86.77648571428573,0.0,True,True,True
91740,61084502499.75,1525.8333333333333,4570.333333333333,2.8333333333333335,58.05833333333333,55.81439,0.0,True,False,True
91744,61647542850.5,2509.714285714286,5266.714285714285,2.5714285714285716,51.511428571428574,47.392272857142856,0.0,True,False,True
91745,61632503128.1,1418.6,5057.8,3.7,72.16,69.773013,0.0,True,False,True
91748,63375006561.333336,1281.2,4443.0,3.8,74.55,73.08626799999999,0.0,True,True,True
91750,62697705990.0,836.75,3961.0,3.75,71.1025,70.3692025,0.0,True,False,True
91754,60972787946.6,1256.6,5789.0,3.8,78.29400000000001,77.454846,0.0,True,False,False
91755,61845002532.0,1355.0,4764.333333333333,3.3333333333333335,67.68333333333334,63.680673333333324,0.0,True,True,False
91761,61786796681.22222,2632.75,4563.5,2.125,44.65375,41.37049,0.0,True,True,True
91762,62395671259.333336,2709.222222222222,4635.0,2.111111111111111,43.946666666666665,40.243500000000004,0.0,True,True,True
91763,62593129944.125,2291.0,5332.0,2.875,58.223749999999995,53.4464725,0.0,True,False,True
91764,62440806395.3,3240.222222222222,5382.777777777777,2.2222222222222223,42.6411111111111,40.77866555555555,0.0,True,False,True
91765,63701148988.0,1052.7142857142858,4827.571428571428,4.142857142857143,81.16999999999999,79.73559285714285,0.0,True,True,True
91766,63132006521.4,2987.7,4692.2,1.9,38.983,37.676975000000006,0.0,True,False,True
91767,63132004849.888885,3565.3333333333335,4635.0,1.1111111111111112,22.947777777777773,24.002744444444446,0.0,True,True,True
91768,63878980666.5,2828.875,4490.75,2.125,41.29125,39.917635,0.0,True,True,True
